Original_ECE,Platt_scaling_ECE,Isotonic_regression_ECE
0.03720069249445687,0.04702951718299184,0.03150668919765919
0.07340447973094166,0.04122923334635613,0.010872606670995483
0.04118163611111111,0.026743162832949512,0.005081483863461749
0.055349180501113676,0.034631422128515,0.00684538364555046
0.060061598247767856,0.034875637859068956,0.021868851800692913
0.07335445901566001,0.03765438811290433,0.021754162125499403
0.03138716772727277,0.046716172429788295,0.013031313800036378
0.0693371757735425,0.05000959205279011,0.013998412104248875
0.041411062744444414,0.04273570380866021,0.007087679303117241
0.06124877662583532,0.038576802836174616,0.009017441702035544
0.04825165218749995,0.04229254838405423,0.012951611026965848
0.06561031388143179,0.04401904776040145,0.009684660561144164
0.04392584329268308,0.0324556958413518,0.012499263412659181
0.07692947171524661,0.04144612426754261,0.010437074478720344
0.04241261744444445,0.024103057850264367,0.013822943117488107
0.05096578729398662,0.03885872018702825,0.008185847076616392
0.0704913867299107,0.02619611581537236,0.015192777084340485
0.08549324821029097,0.02013394115030625,0.011230176881047898
0.030441881995565478,0.04503258484721137,0.021343751191310295
0.07864979614349785,0.037568384788877834,0.016319569917046944
0.041789456622222235,0.03117174070260178,0.003217220780076323
0.04729909242761699,0.03475636742575905,0.0032380315287230095
0.06525419529017872,0.043474093156247756,0.008880776721043097
0.07247550266219245,0.029160665531524722,0.01539476381340821
0.04958917063192918,0.025858245368727294,0.01853548441286814
0.07641236724215247,0.0410258998388186,0.01812236708377867
0.041669052644444364,0.022636583838927585,0.0075514404554901365
0.055684794053452086,0.027761133555613476,0.010865969341782303
0.06636328925223214,0.03838124847391563,0.0148868731365032
0.05889637670022371,0.036850540276368124,0.0030731643695809273
0.0350458527716184,0.034426558414322656,0.004738651833054107
0.2298702764237669,0.030516762625448533,0.058796331579746175
0.03649784163333335,0.025393563059815223,0.008513765290960231
0.04720346299554567,0.039288507322307084,0.021375448551208615
0.054620877354910766,0.04384368133209648,0.010052402592037551
0.0715655434451902,0.036635615677914485,0.01442642585239617
0.06867310774944571,0.044899518658572196,0.010846226260570408
0.06320215432735413,0.035145137155332656,0.0052012228627975905
0.04322631265555558,0.027455002965198875,0.010664949053147084
0.05647391886414258,0.03779533751307541,0.005873025559353924
0.06809445340401785,0.020954566905346906,0.01973333510736139
0.06365290194630865,0.03640157175836754,0.012497914870955952
0.02558985956762755,0.06341179631928265,0.02951988951947618
0.06101390979820638,0.036962243003358486,0.01982989518857613
0.05090772085555565,0.027583396940916848,0.017576578305899385
0.04369960168151451,0.044102277688584185,0.017315394925835722
0.06962800623883925,0.02944561510633039,0.012733150319852116
0.0780757881879196,0.05824503325831443,0.008262910681594028
0.15233847766075376,0.03134401306411996,0.022195764017223084
0.06640671011210753,0.029353377105314916,0.006388890389125563
0.04949151908888899,0.02852205147737817,0.0038593747691679416
0.04434294501113584,0.02909797985826465,0.004425782380500018
0.05438194472098216,0.022289381154854366,0.004312069800876113
0.07003807171140955,0.05513262369499976,0.019925901007310284
0.11934669362527711,0.04897958617307615,0.0634038657550533
0.06976090893497755,0.027752398523877633,0.016682643140210906
0.03557919472222224,0.02953753229710411,0.0021139360107320037
0.04622606521158133,0.021887424336314854,0.021949051621610136
0.060817857901785774,0.03913420754808805,0.009986380660402376
0.07952940690156597,0.03466287827072792,0.014045696111835057
0.06570819850332586,0.05039570073924984,0.023338377363096033
0.07770909028026915,0.054356549300769524,0.006164384951251767
0.05657061563333336,0.022045684306658313,0.020430849647418804
0.0482255404342985,0.03240931573928162,0.009530233482202884
0.07714594466517857,0.028364906544463504,0.02513787462001886
0.08309335315436239,0.027681692712569737,0.021530915131540027
0.056551969789357004,0.029680799999621317,0.02696709529253636
0.10195106204035877,0.057344644647139224,0.02573811419846973
0.03836579454444456,0.026036632068175858,0.005456733161846633
0.05561406551224951,0.03391763921688676,0.012505671216276111
0.07635650477678575,0.042384534462290666,0.01575887597542698
0.05712472225950772,0.03919370446669061,0.007216070803680235
0.05258345935698451,0.03736325588027464,0.021040757733907737
0.07562152560538116,0.02139950352967885,0.008626004977836738
0.04453709287777763,0.023789614861630556,0.01743895125930227
0.05377598915367493,0.029654806538538456,0.014905141019139373
0.05960136330357155,0.027175499203643746,0.007345034998189238
0.06864190824384778,0.04234360854218581,0.01326336685353591
0.04418604123059878,0.03746226788677963,0.04780780677824779
0.06689671078475327,0.04170142488200272,0.011861938776675726
0.060026002077777724,0.05629536388652347,0.02298748274649693
0.07236137336302896,0.04508710499813363,0.008493899454563898
0.06154031512276789,0.04186624989457749,0.025808956208141852
0.064758393344519,0.04771758386720855,0.015328066177469126
0.04435953474501103,0.03946691106172934,0.029274830586307286
0.10846475039237662,0.02420429849540563,0.015454017314121292
0.0511611472,0.041468481180949486,0.008747241335695334
0.06259908393095763,0.024917388124976472,0.005459275459822441
0.08521411829241066,0.034862713689274905,0.010334678397073551
0.07503391872483212,0.03624073313726402,0.00910984149048521
0.03224566884700669,0.04999627285690479,0.028493712326588646
0.07627655265695056,0.02125834120964752,0.007422130245199056
0.051282280077777645,0.02272768356563143,0.009053741735100703
0.06033661033407574,0.033736939381935505,0.010727308565986238
0.06064378275669645,0.03564721640299066,0.022244788985746868
0.06807654686800886,0.031601197367663474,0.0060369151679219215
0.2310004675498891,0.07617670423504666,0.06862163178571354
0.0740788179147982,0.028612266880231704,0.010126172096580954
0.05427736762222236,0.023474972050116324,0.005558782811920688
0.0508043405122494,0.024772686600403677,0.005963085438773881
0.06510600997767862,0.027714142906844617,0.00643851079870707
0.0724654306599554,0.035647555627111485,0.0100634438174899
0.03279899558758315,0.04099633580036867,0.021448518395658964
0.08814340855381178,0.04749142485279128,0.02059133951267671
0.04916754207777778,0.027079829227082283,0.021472864685330783
0.053384511948775186,0.03433597418772094,0.00534222259740373
0.0634017819531251,0.030574286134529286,0.004349528297202836
0.06754988253914976,0.03661837761567758,0.010168830869205397
0.05422695672948995,0.03653834726640011,0.01787235935077226
0.07449816832959653,0.029418385774944152,0.011662212587885447
0.05368222155555556,0.021856403211023806,0.01277927850849179
0.051616805200445356,0.043410112944212514,0.008363209982332268
0.06768406273437497,0.030002215189173276,0.006439627216445124
0.06593169390380303,0.03418696543874439,0.004963267888193058
0.024404140454545496,0.033833278171272615,0.026765143695028887
0.07877979170403593,0.02582936860253708,0.007873636122215933
0.05287807844444445,0.03424381793840161,0.006610125094968564
0.06061778554565702,0.02226144758994103,0.014565874858004327
0.07069939611607136,0.04307001156466721,0.010022485867563248
0.08677703069351227,0.03908313693109845,0.02766067452920433
0.05038583718403555,0.04290697453118948,0.017185250767201222
0.07587892307174882,0.0346868399846941,0.022730618973990535
0.05715760065555556,0.02467467898402735,0.006902821959173471
0.060119556380846415,0.029990799631008452,0.012605328904023105
0.07079133693080351,0.034117410649377886,0.00484639930623164
0.07637203013422815,0.032000790054260195,0.01895157439380322
0.07192814229490016,0.0716623302770591,0.04756858567261865
0.08702186040358759,0.04209034423036996,0.010524894434106341
0.05354212538888902,0.032332910644903456,0.021018085202751877
0.05400564033407579,0.028649302420872214,0.006162136943623592
0.07234312779017854,0.030893117945537722,0.014467044129517357
0.06755330607382555,0.03908370354670116,0.011569522394888333
0.051301742538802576,0.04030317123818714,0.010392858085023392
0.07731496045964138,0.035058069176239076,0.019766047817850217
0.0448948659444445,0.024655872926643868,0.002491570470112981
0.053048724420935556,0.033731538909428864,0.011701283730593523
0.07369071082589292,0.03537664693555214,0.013746750477956926
0.07298948703579416,0.03223191785976846,0.0073726468609792714
0.03777264677383587,0.029627570982881723,0.027107384550425266
0.07593005164798206,0.04340775904812739,0.011197287641631038
0.03600321092222222,0.042199952225865145,0.008106608926670493
0.05806022415367471,0.03583303431058577,0.019733073851651718
0.06753072877232133,0.03133262620828711,0.009365948085418721
0.08014460668903814,0.045967774407169704,0.010496951350584231
0.05569550258314848,0.04292525883382725,0.05673401105030179
0.08328065267937218,0.018745338454832044,0.014943503619988535
0.04463376887777787,0.0232590345517229,0.005957564994492237
0.0573920558240534,0.01943327413904292,0.013785947325391994
0.07229883434151768,0.0386803909502234,0.019575979029953016
0.06969968187919466,0.038477624000521536,0.01022386869708583
0.051495888968957806,0.04334153299808094,0.05600013899526242
0.06517247844170398,0.030589783361589098,0.006517754277902251
0.045849603766666705,0.037432773926784395,0.014973214062383798
0.049015348797327364,0.03704546733101619,0.007605317167292268
0.062063281919642846,0.035093261904192326,0.013563485298051063
0.07375489601789705,0.02397352092020786,0.014570902935600684
0.060950866341463225,0.041746813402087114,0.02923974130698901
0.06364773789237659,0.03495829321240518,0.009881335054893343
0.04172587728888888,0.02408571902252712,0.0065896828159947
0.040725001236080347,0.028143496629054875,0.0067519543291708044
0.08789956973214283,0.016624888273459454,0.01065222946062036
0.06559352474272932,0.04864037291538864,0.006798591451591923
0.06684146404656324,0.030348087539512063,0.046535506365139416
0.08393072242152458,0.01941465705216861,0.00967726808424072
0.047053220633333295,0.022803200922525076,0.00371772040602259
0.047031190991091376,0.02598937832521537,0.020099565827204336
0.07017261811383922,0.034363562119174934,0.008931727261489069
0.059683770637583865,0.04128440931346087,0.014432733020988773
0.053882591097560856,0.05804829763837878,0.03548511073846405
0.07889593087443936,0.053436350995027714,0.010815302187237702
0.04325783068888898,0.04090049159884125,0.01838475928085441
0.056332113040089095,0.035149297847231815,0.004624733228529796
0.07924064632812494,0.039895414035340825,0.016453112563283464
0.08022174851230432,0.018342714000127214,0.010187696040414022
0.04879593332594229,0.06606185605793688,0.04690371851183246
0.0762916869506728,0.03469760497975483,0.020080612356902176
0.05729876933333336,0.02533658650607346,0.00880022821993408
0.045716862527839575,0.03795956041067951,0.0010744866751470348
0.06405202122767849,0.02998280448374303,0.012269348385423982
0.07487077728187914,0.03986606887210258,0.015357683814673123
0.0475831317294901,0.030620863800617477,0.02016811195697864
0.09603965698430492,0.023853588903118172,0.010806285340398118
0.05182825420000002,0.038090648530934273,0.00545287318427499
0.057307534732739564,0.034184064359541924,0.00401746013607663
0.07791822193080367,0.031325719037668204,0.00835148067738093
0.0882152713534676,0.0776198124617716,0.02067027005060753
0.12984951318181817,0.07150512443345328,0.03648488837580632
0.10437297493273533,0.02705545462205497,0.016103389337875994
0.053691847999999924,0.0338478771369667,0.00653276062535178
0.05952160859688195,0.03923705011564882,0.011253545252684946
0.06643677121651792,0.04030074540543409,0.006341733465687031
0.06524169064876953,0.03893750820933393,0.011253200643687629
0.038929665399113036,0.057033514998556085,0.028062402023784364
0.07716497201793728,0.0360747773851669,0.008162850284625016
0.07589368667777772,0.05660229282941762,0.033624004308271636
0.049669737672605796,0.03295001201431963,0.010455982526628289
0.07930584775669647,0.03592772851188858,0.010651164803891347
0.09097807743847879,0.018419023331673487,0.023160373940590534
0.14008860439024395,0.036491746210642065,0.07092572586346522
0.06917938293721974,0.03565030103399051,0.019472684381528067
0.08534950257777782,0.02620787903767524,0.009058027498997534
0.05683432346325174,0.03710894796571341,0.0061271404627855006
0.07054328639508914,0.03515448101141452,0.0050524408811170865
0.06043163428411638,0.03592518109090108,0.005396020854835132
0.10866008024390249,0.05796308754402528,0.018960788350328824
0.0832606962443947,0.030419109835362786,0.007572031948981144
0.047846474955555544,0.02478182540509634,0.009706542757469646
0.049368862839643694,0.01937342006723458,0.005759779273837705
0.08130504667410716,0.03837844882194484,0.012613246114883538
0.07543279159955271,0.033616765731696405,0.004945392854350316
0.03004020088691789,0.029651895314221244,0.024643964757897225
0.07424807524663682,0.031953020943527144,0.008087027595188638
0.04533983631111114,0.029989260401491243,0.013398150495182736
0.06136941023385308,0.02002176512020244,0.018366881311044483
0.0672779482924107,0.03388852507486542,0.013493234003830817
0.08299912974272938,0.038699939343191506,0.0076163671444199835
0.11489524123059867,0.022777494075513417,0.049632444224742195
0.09559122190582964,0.01941106224967143,0.0048051950133636764
0.05083710488888894,0.027392621233523498,0.004282835175019668
0.05780266412026714,0.03465197699250801,0.009590735697065115
0.05958364024553585,0.032845695122944184,0.002566973075463726
0.09224827667785235,0.04284027672429845,0.010974351110431334
0.053049744722838035,0.030276280452370276,0.0031987859040673514
0.07712690049327348,0.03267747975772108,0.01640486655933807
0.050865091522222086,0.027535041158069023,0.008821369643221834
0.0535238790645879,0.030375667905476723,0.011844619936660708
0.06011707218750005,0.02658093771090695,0.008900074001055818
0.08591407712527949,0.055177174412431536,0.01468927461724705
0.12560756437915746,0.030862868531340164,0.03311149745105075
0.07243830122197313,0.04175321058929598,0.006205660454891407
0.04855092333333322,0.041556073317195366,0.004656438130038762
0.051466318084632506,0.03297158536677168,0.003788240317791495
0.05963987638392864,0.03814707430147109,0.007199648605859145
0.06263930523489937,0.030667674131614267,0.005563919872142664
0.02651491572062087,0.044455120464323636,0.025386462452316242
0.09664067146860988,0.033696306904170484,0.007622819847388308
0.05151789167777775,0.03470688088514369,0.0028268819749068612
0.044439543006681494,0.030881689981804652,0.005532996347685237
0.06343751186383938,0.030734656213160648,0.007100567595197028
0.07195239795302023,0.06776867365981243,0.009997077333570286
0.05819539638580939,0.04834090785725092,0.02598036122295083
0.057242163441704075,0.03451746328799606,0.0054436377102103015
0.06427395905555564,0.06719686752231374,0.013445699106450337
0.053933275634743934,0.03339002862231677,0.0033135803810007513
0.06802727362723213,0.03323300854054078,0.012904609924144734
0.06386459282997765,0.03617442034086434,0.014902062647304402
0.04038217901330375,0.04031308508242697,0.028309370633351205
0.0656378664798205,0.035575285640663284,0.013789122676894309
0.045148286111111,0.030969390846250805,0.0058518580389189155
0.044546750501113536,0.036854740815836874,0.022409236425536157
0.05839033080357143,0.033291911664844895,0.012549724405953153
0.05951706514541384,0.03253363247171366,0.003495525760574737
0.08254942386917952,0.03641750164379445,0.029470264544127423
0.0714059004035876,0.037688759467238035,0.017872100016970725
0.0561420188444444,0.024657587468792083,0.01104474687129198
0.05107516198218266,0.03415845227260251,0.004025051519602471
0.06129252861607139,0.03586776845041734,0.006235013745769327
0.08477262107382552,0.03197143562011812,0.026908510047977743
0.045460746197339245,0.06852078459335215,0.03287924448728711
0.06869803097533632,0.041535784068509066,0.015453709972000082
0.04397244397777775,0.07152574359226727,0.014978177638561904
0.051455070634743846,0.0351530093878954,0.0043800718677394325
0.04539207651785706,0.03367470783024354,0.007718618819554243
0.06715794842281876,0.046333529851340954,0.015438084011473813
0.16355370474501107,0.036232317437891216,0.05820587718441198
0.06706685441704033,0.03758589056852871,0.0193479907000986
0.048172561588888926,0.029546967535191933,0.008025479929524659
0.05468421456570151,0.031837116303578814,0.015932629895203918
0.05762978129464288,0.028969674550651484,0.005715445046432503
0.05674238267337818,0.0336431934833558,0.01972325732881071
0.04671723262749438,0.03960749570521752,0.01472527053287413
0.06914744937219724,0.041407350128282186,0.01274428214798925
0.035458753144444535,0.04468077143252464,0.008777240529717057
0.04276602447661476,0.02741865558678933,0.00505326480404514
0.061359179229910694,0.04223575682569815,0.01923738110000186
0.06707766498881439,0.04130515276124894,0.007354053869274995
0.08460111543237253,0.06806047170563638,0.03745509127382674
0.06451081752242147,0.03093584321009721,0.021395934080200945
0.053412628677777754,0.04122583220192824,0.007731575125802411
0.04670769638084639,0.04010688162303293,0.01617732275720461
0.05702192512276785,0.03359125298848949,0.006110969375526621
0.0723061748098434,0.08333576709746787,0.01590717658188484
0.06275427719512205,0.04630495808348408,0.01737917710451062
0.07606190082959632,0.050984487476805285,0.01835699229916103
0.04529207631111101,0.03068847054772477,0.014118749243136013
0.05366255428730523,0.03363813576848736,0.014925087498386835
0.06502607438616079,0.04430941981759809,0.011140197503238561
0.06872924214765108,0.05875130347466505,0.009838352953315423
